id	wikidata	ipni	zoobank	formerIds	family	given	suffix	born	died	activeFrom	activeTo	groups	source
wd:Q21338224	Q21338224	20001093-1			Boqueras	Montserrat				1993	1993	Fungi	ipni
wd:Q21338227	Q21338227	17042-1			Chaillet	Jean Frédéric de		1747	1839			Bryophytes|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21338230	Q21338230					Jan		1937					wikidata
wd:Q21338233	Q21338233		F96782F9-11AF-48E4-BD68-46055D8F79C4		Kock	Dieter		1937	2018				wikidata
wd:Q21338236	Q21338236	21892-1			Kurtzman	Cletus Paul		1938	2017			Fungi	ipni
wd:Q21338240	Q21338240	20017623-1			Baumgartner	H.				2011	2011	Angiosperms|Gymnosperms	ipni
wd:Q21338242	Q21338242	15906-1			Bellemère	André		1927	2014			Fungi	ipni
wd:Q21338244	Q21338244		FE548466-849E-45EE-81F2-4C28D2FEE280										wikidata
wd:Q21338250	Q21338250	9662-1			Simmonds	Arthur		1892	1968			Angiosperms|Gymnosperms	ipni
wd:Q21338253	Q21338253	9859-1			Soepadmo	Engkik		1937	2021			Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21338256	Q21338256	20034624-1			Amo de Paz	Guillermo				2010	2010	Fungi	ipni
wd:Q21338257	Q21338257				Treadaway	Colin Guy		1923	2019				wikidata
wd:Q21338258	Q21338258		A42EB170-6043-47DA-B7FB-21C21A75601C										wikidata
wd:Q21338259	Q21338259		DCC8463E-BD3F-4A19-99A3-1533D46E8A44		Catenazzi	Alessandro		2000					wikidata
wd:Q21338260	Q21338260				Eckweiler	Wolfgang							wikidata
wd:Q21338263	Q21338263	27476-1			Takeuchi	Wayne N.		1952				Pteridophytes|Angiosperms|Gymnosperms	ipni
wd:Q21338264	Q21338264				Hagen	Wolfgang							wikidata
wd:Q21338269	Q21338269	27041-1			Southworth	Effie Almira		1860	1947			Plants|Fungi	ipni
wd:Q21338272	Q21338272				Redondo	Victor							wikidata
wd:Q21338273	Q21338273		22B3F0D3-7867-48EE-A330-1F23EFB301C9			Efraín							wikidata
wd:Q21338275	Q21338275	20034421-1			Wynns	A.A.				2010	2010	Fungi	ipni
wd:Q21338277	Q21338277	20024463-1			Ickert-Bond	Stefanie M.		1966				Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21338279	Q21338279	37291-1			Heiðmarsson	Starri		1969				Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21338281	Q21338281	21934-1			Lång	K.Gösta W.		1875	1912			Fungi	ipni
wd:Q21338282	Q21338282		B7C4871F-01CA-44F2-8D76-B6A15EA6210B		Varricchio	David							wikidata
wd:Q21338283	Q21338283	27147-1			Staszkiewicz	Jerzy		1929	2022			Angiosperms|Gymnosperms	ipni
wd:Q21338287	Q21338287					Mohomed M.							wikidata
wd:Q21338288	Q21338288	20003540-1			Wippel	Anita				1996	1996	Fungi	ipni
wd:Q21338289	Q21338289		876A5F4E-92C0-4F2F-8D18-3B7C29DE9C5C		Delgado	Ángela		1958					wikidata
wd:Q21338290	Q21338290		79149D50-7445-4FC0-AFB0-117C5F827D65										wikidata
wd:Q21338291	Q21338291		14A2C7F5-9C4E-40ED-A8B1-BD32F45825BE		Roig	Sergio Alberto		1960					wikidata
wd:Q21338294	Q21338294		600EA041-9B86-4478-9C10-1967C78C229A			Santiago		1979					wikidata
wd:Q21338295	Q21338295		E25BDE65-8C61-4471-B1FF-37DD3F609FB3			Francisco José		1963					wikidata
wd:Q21338297	Q21338297		FFA51F04-1E44-4BDA-9A96-C4D19A3DA2E9		Mayden	Richard							wikidata
wd:Q21338298	Q21338298		9355D9AC-5514-47DD-B71F-5915C1A80865		Douglas	Hume							wikidata
wd:Q21338300	Q21338300		374338FB-90C9-49A2-B076-E998628C836A		New	Timothy Richard		1943					wikidata
wd:Q21338303	Q21338303		A0DC15A1-FBD7-44A0-87D9-B753E4B2912B										wikidata
wd:Q21338308	Q21338308		513A52DC-332C-403B-BF1B-0B3AEFE85DF2			Sean							wikidata
wd:Q21338314	Q21338314		28C2FC53-66D8-4981-9DD9-BEBA6BC98AE1		Smithers	Courtenay Neville		1925	2011				wikidata
wd:Q21338315	Q21338315		412F861A-6C2D-43ED-AD3C-F849D1ACD5A6			Arturo							wikidata
wd:Q21338317	Q21338317	18998-1			Frisvoll	Arne Arnfinn		1944				Plants|Bryophytes|Fungi	ipni
wd:Q21338318	Q21338318		C1914B1C-7437-4ECF-B8FA-C9EFA0C2F336		Riese	Sergio							wikidata
wd:Q21338321	Q21338321		4F6E6B4B-5449-4685-90E1-0DE0EC34D847			Arnold		1934					wikidata
wd:Q21338325	Q21338325		B87A52C4-C364-4DA6-B2BB-4AAD2846E093			Carlos							wikidata
wd:Q21338326	Q21338326		89FDFFC6-4390-41E7-9A9F-39623107E92B			Stephen L							wikidata
wd:Q21338327	Q21338327	13145-1			Louis	Adriaan M.		1944				Angiosperms|Gymnosperms	ipni
wd:Q21338328	Q21338328		0367AFC5-EBE2-4160-AFBA-341DD4914FD9		Riegert	Jan		1977					wikidata
wd:Q21338331	Q21338331		A3F1FB15-87D5-411A-BDF1-9D1E5C99197D		Polhemus	Dan Avery							wikidata
wd:Q21338335	Q21338335		8762CE97-991E-4FD1-9DD7-BDD8B1235D6D			Jakob							wikidata
wd:Q21338337	Q21338337				Plant	Adrian							wikidata
wd:Q21338339	Q21338339	20093192-1			Jenkins	Dale Wilson		1918	2012			Algae	ipni
wd:Q21338342	Q21338342		60A8DFC3-1A7B-4B08-999D-BBAC5ECF04C5		Pollet	Marc A.		1961					wikidata
wd:Q21338343	Q21338343		C23FD2CC-0B22-467A-AED2-ABA95FCEF618		Tuxen	Søren Ludvig Poul		1908	1983				wikidata
wd:Q21338344	Q21338344					Michael							wikidata
wd:Q21338345	Q21338345		9544FF3F-9B1F-457A-90A2-8A1C0C1F22A0		Sanborn	Allen							wikidata
wd:Q21338347	Q21338347		1060057C-F20C-4F77-995F-4BF7E52A1875										wikidata
wd:Q21338348	Q21338348		A9230E3F-4086-48E1-A749-FD65E03A8183			Eric							wikidata
wd:Q21338350	Q21338350	20034904-1			Sharma	Bharati O.				2009	2009	Fungi	ipni
wd:Q21338353	Q21338353	20035269-1			Chitale	Gayatri				2006	2006	Fungi	ipni
wd:Q21338355	Q21338355		63F2F025-A733-4757-B53D-40C77BAB16C0			Jeffrey Nelson Lee		1940	2017				wikidata
wd:Q21338356	Q21338356		9A20A8CC-5AC8-45AA-99EB-FC578A2C27D4		Womersley	Herbert		1889	1962				wikidata
wd:Q21338357	Q21338357		9CBE8EEA-1CFE-4D38-B3A3-62565B4E5F06		Tokuda	Makoto		1975				Insects	wikidata
wd:Q21338358	Q21338358	29098-1			Zehetleitner	Gerda				1978	1978	Fungi	ipni
wd:Q21338359	Q21338359		0F472551-767B-42A5-910A-D5283E77778D		Bernard	Ernest							wikidata
wd:Q21338362	Q21338362		2D80202F-4983-4329-B48D-EDE7666A3ABF										wikidata
wd:Q21338367	Q21338367	20008728-2			Venus	Carl Wilhelm		1770	1851	1802	1802	Fungi	ipni
wd:Q21338368	Q21338368					Peter		1886	1937				wikidata
wd:Q21338372	Q21338372		C068AC61-DF1D-432A-9AB7-52B5D85C6C79		Cranston	Peter Scott		1950					wikidata
wd:Q21338374	Q21338374		580A5B17-1AEC-4C57-BFE9-0920E7A7BEED										wikidata
wd:Q21338375	Q21338375	13392-1			Tobolewski	Zygmunt		1927	1988			Bryophytes|Fungi	ipni
wd:Q21338379	Q21338379	19021-1			Füisting	Wilhelm		1839	1870	1860	1860	Fungi	ipni
wd:Q21338380	Q21338380												wikidata
wd:Q21338382	Q21338382		7CA42329-3455-4FC2-861C-3D8D46AF4C15		Heinicke	Matthew		1980					wikidata
wd:Q21338383	Q21338383		664F05B7-AFC0-4565-ABA4-5F58CA5BCB5D		Mahony	Stephen							wikidata
wd:Q21338386	Q21338386		1E1C5B52-180B-4A0C-B1C8-1A8AE3FB14B5			Brice							wikidata
wd:Q21338388	Q21338388	32490-1			Bonet Marco	Federico		1906	1980			Algae	ipni
wd:Q21338392	Q21338392		0FE05171-E954-4A57-8891-3FDFF52206D3		Weiner	Wanda Maria							wikidata
wd:Q21338397	Q21338397				Maciel	Adriano							wikidata
wd:Q21338398	Q21338398		AD4A7348-B28F-44AD-BDA0-FB04E969F5B9		Christian	Erhard		1953					wikidata
wd:Q21338401	Q21338401	20038046-1	D25E3AD0-80CB-4A93-875D-4B6E2764312E		Mott	Tamí				2012	2012	Fungi	wikidata
wd:Q21338402	Q21338402					Mihal							wikidata
wd:Q21338403	Q21338403		19B0F4C0-B1D6-4EDB-B65D-346E8DA6EEE0		Means	D. Bruce		1941				Animals|Chordates	wikidata
wd:Q21338405	Q21338405					David							wikidata
wd:Q21338406	Q21338406		2470FB24-8CDC-4B88-8EAA-4413116F4B2D		Dallai	Romano		1938					wikidata
wd:Q21338408	Q21338408				Luquet	Gérard Christian							wikidata
wd:Q21338410	Q21338410					Imre		1923	1992				wikidata
wd:Q21338411	Q21338411				Mosely	Martin		1877	1948				wikidata
wd:Q21338414	Q21338414		C26789E6-DE28-40C4-A92F-FFB9003F7DD5					1975					wikidata
wd:Q21338419	Q21338419		BE87775C-601D-4E87-B637-35B4920EFDAB		Ramsay	Graeme William		1932	2017				wikidata
wd:Q21338420	Q21338420		2752CE57-667D-4EBD-83BF-D29B8A07BF17		Wieser	Christian		1959					wikidata
wd:Q21338421	Q21338421				Uemura	Yoshinobu							wikidata
wd:Q21338424	Q21338424		4399DF2C-90B8-46BD-936C-03C1B7BCBB8E		Elsner	Gustav							wikidata
wd:Q21338427	Q21338427				Jaroš	Josef							wikidata
wd:Q21338428	Q21338428		BB32404B-0E32-4972-97EA-26A56D1F9595		Werner	Floyd		1921	1992			Insects	wikidata
wd:Q21338432	Q21338432		297A19D7-6452-4633-B871-189C8DDEBBCA		Caldara	Roberto							wikidata
wd:Q21338435	Q21338435		C834B880-232A-4890-9EA7-E604B8F8862D			Ronald Henry Lambert		1938					wikidata
wd:Q21338438	Q21338438	17844-1			De Sloover	Jacques R.				1986	1986	Fungi	ipni
wd:Q21338440	Q21338440		6237D155-3A80-4D8D-B5DD-EC90EF4CE1F5			José							wikidata
wd:Q21338441	Q21338441		8205F122-67B6-42F4-8306-6010E6BE5BA3		Brookes	Albert Eugene		1876	1955				wikidata
wd:Q21338442	Q21338442					Robert						Chordates	wikidata
wd:Q21338443	Q21338443												wikidata
wd:Q21338445	Q21338445	21091-1			Jülich	Walter		1942				Fungi	ipni
wd:Q21338446	Q21338446		4416EE91-ADFF-4584-86F0-9636C8E50CE1		Dutta	Sushil							wikidata
wd:Q21338448	Q21338448	21772-1			Kropp	Bradley R.				1984	1984	Fungi	ipni
wd:Q21338451	Q21338451		D471ECCB-E31B-492D-B334-7E0DB46FB7DC			Madhava							wikidata
wd:Q21338456	Q21338456				Poppius	Bertil		1876	1916				wikidata
wd:Q21338458	Q21338458		4FD5024C-93D5-4A89-9421-613B0440AFDB		Blas	Germán German							wikidata
wd:Q21338461	Q21338461		F4292B38-0360-45FB-B7F3-E4C69BBFCA66		Arbea	Javier Ignacio		1901		1987			wikidata
wd:Q21338462	Q21338462	12085-1			Jiménez Almonte	José de Jesús		1905	1982			Bryophytes|Angiosperms|Gymnosperms	ipni
wd:Q21338465	Q21338465	20036422-1			Ponzetti	Jeanne				2006	2006	Fungi	ipni
wd:Q21338466	Q21338466					Jan							wikidata
wd:Q21338469	Q21338469		04AB83E8-2EDD-45CA-A01A-926E025F7795		Asselbergs	Jan							wikidata
wd:Q21338472	Q21338472		09AA87C1-F91F-4B0D-BE36-55641A0EE7D4										wikidata
wd:Q21338473	Q21338473		1E18AA8C-3534-44A0-A622-DCBB341BDD80		Laštůvka	Aleš		1957					wikidata
wd:Q21338476	Q21338476				Komarov	Dmitry		1974					wikidata
wd:Q21338479	Q21338479		ACC820D4-2EAA-4053-A113-B7409AB94B21		Baran	Tomasz							wikidata
wd:Q21338483	Q21338483		4AD63A07-B377-4C27-AE8F-1064BC6A76EE			Mauro							wikidata
wd:Q21338484	Q21338484	31192-1			Erikovna Baibulatova	Nailja		1958				Fungi	ipni
wd:Q21338485	Q21338485		792DBE41-4A4F-4B2D-B2C5-BDF7F360AA6E		Lathrop	Amy		1975					wikidata
wd:Q21338488	Q21338488	1170-1			Brondeau	Louis de		1794	1859			Fungi	ipni
wd:Q21338489	Q21338489	38952-1			Hernández-Mariné	M.				1997	1997	Algae|Fungi	ipni
wd:Q21338491	Q21338491		85647338-C70A-4E64-B8EB-D9241CCAAA89		Kent	Deborah Susan							wikidata
wd:Q21338493	Q21338493		E7B6F5C1-29A6-4A51-91A0-F87536033445		Brook	Fred J.							wikidata
wd:Q21338494	Q21338494	35055-1			Gómez-Bolea	Antonio		1955		1990	1990	Fungi	ipni
wd:Q21338495	Q21338495				Robilliard	Gordon							wikidata
wd:Q21338497	Q21338497	20018170-1			Helliwell	Richard				2010	2010	Angiosperms|Gymnosperms	ipni
wd:Q21338500	Q21338500		4D446E5F-BFA9-4EB0-9898-E693F8455D08		Ashe	James		1947	2005			Insects	wikidata
wd:Q21338501	Q21338501	12440-1			Ayers	Tina J.		1957				Angiosperms|Gymnosperms	ipni
wd:Q21338502	Q21338502		9B7E43E2-7977-4764-9507-5EF2A1299DDE					1942	1979				wikidata
wd:Q21338503	Q21338503		300AA118-343E-4784-89F1-3AC04F4898D8			Diego		1980					wikidata
wd:Q21338505	Q21338505	20018171-1			Rhodes	Suzanne L.				2010	2010	Angiosperms|Gymnosperms	ipni
wd:Q21338506	Q21338506		97581600-2D9A-4DF2-9A22-F7632E6CEB1C			Karen							wikidata
wd:Q21338508	Q21338508	20016528-1			Quedensley	Taylor Sultan				2009	2009	Angiosperms|Gymnosperms	ipni
wd:Q21338510	Q21338510	40435-1	3DD1FDE7-FBDE-4DFA-BC8D-F35EE16848EA		Reichle	Steffen				2002	2002	Angiosperms|Gymnosperms	wikidata
wd:Q21338511	Q21338511	20014391-1			Puppo	Pamela				2008	2008	Angiosperms|Gymnosperms	ipni
wd:Q21338512	Q21338512	2610-1	F80A1D80-FD2D-4FD8-90F3-613E4C7A630C		Eysenhardt	Karl Carl		1794	1825			Algae|Angiosperms|Gymnosperms	wikidata
wd:Q21338514	Q21338514		A76DF7B4-0341-4D01-B692-430F1E9A583C		Walsh	Elizabeth							wikidata
wd:Q21338515	Q21338515	20018172-1			Santamaría Aguilar	Daniel		1985				Plants|Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21338519	Q21338519				Isshiki			1892	1978				wikidata
wd:Q21338521	Q21338521	40330-1			Sujanapal	P.				2002	2002	Angiosperms|Gymnosperms	ipni
wd:Q21338525	Q21338525	21985-1			Lakshminarasimhan	Pakshirajan		1959	2020			Angiosperms|Gymnosperms	ipni
wd:Q21338526	Q21338526					Franciscus		1831	1916				wikidata
wd:Q21338528	Q21338528	16794-1			Cabral	Elsa Leonor		1951				Angiosperms|Gymnosperms	ipni
wd:Q21338533	Q21338533				Sieder	Leo							wikidata
wd:Q21338534	Q21338534		3AA9B732-3740-4DFA-81F0-61E22B9306AF		Sama	Gianfranco		1944					wikidata
wd:Q21338535	Q21338535												wikidata
wd:Q21338538	Q21338538	9327-1			Schulze-Menz	Georg Karl Wilhelm		1908	1978			Angiosperms|Gymnosperms	ipni
wd:Q21338542	Q21338542	18475-1			Elven	Reidar		1947				Angiosperms|Gymnosperms	ipni
wd:Q21338543	Q21338543				Dierl	Wolfgang		1935	1996				wikidata
wd:Q21338545	Q21338545	20018179-1			Cervantes	Sandy D.				2010	2010	Angiosperms|Gymnosperms	ipni
wd:Q21338549	Q21338549	3818-1			Helwig	Burghard						Angiosperms|Gymnosperms	ipni
wd:Q21338551	Q21338551					John							wikidata
wd:Q21338553	Q21338553		390F7B16-1B9D-419F-B0CD-F3279B89DF1D		Saigusa	Toyohei		1937					wikidata
wd:Q21338555	Q21338555		6C8B403B-A746-491C-8DD5-9555CFA2E657		Carbonell	Frédéric							wikidata
wd:Q21338558	Q21338558		86CDE9D3-878B-47DA-B034-BA4C09F16066		Colonnelli	Enzo							wikidata
wd:Q21338559	Q21338559	13780-1			Lian	Yong Shan		1939	2023			Angiosperms|Gymnosperms	ipni
wd:Q21338560	Q21338560		7F99F2A3-CA77-4836-AF73-DBD04F3A53E9		Tams	Willie Horace Thomas		1891	1980				wikidata
wd:Q21338561	Q21338561		1999FEB9-385C-453C-A7C4-B5C24552392E										wikidata
wd:Q21338564	Q21338564				Janse	Johannes Theodorus Anthonie Anthonius Antonie		1877	1970			Insects	wikidata
wd:Q21338565	Q21338565				Krogerus	Harry		1917	1999				wikidata
wd:Q21338566	Q21338566	20003559-1			Vries	B.G. de				1984	1984	Fungi	ipni
wd:Q21338568	Q21338568				Blommers Schlösser	Rose Marie-Antoinette		1944				Chordates	wikidata
wd:Q21338569	Q21338569	20000993-1			Gierl	Claudia		1968		1993	1993	Fungi	ipni
wd:Q21338571	Q21338571					Christian		1846	1917				wikidata
wd:Q21338572	Q21338572		A1EF3850-7A20-43B9-98C5-1C530F7A7116					1975					wikidata
wd:Q21338573	Q21338573				Cramer	Ashley							wikidata
wd:Q21338576	Q21338576	20016557-1			Assis	Leandro Cézanne de Souza		1979		2009	2009	Angiosperms|Gymnosperms	ipni
wd:Q21338579	Q21338579		D430FCB0-FD0A-4A3E-84C2-A184CE69C2F3			Diego							wikidata
wd:Q21338580	Q21338580	34262-1			Mello-Silva	Renato de		1961	2020			Angiosperms|Gymnosperms	ipni
wd:Q21338582	Q21338582		124A7570-1FAB-4E50-B64F-340689FE765D		Zhang			1977					wikidata
wd:Q21338583	Q21338583	35654-1			Baumgratz	José Fernando Andrade		1956				Angiosperms|Gymnosperms	ipni
wd:Q21338586	Q21338586	20016896-1			Bauters	Kenneth				2010	2010	Angiosperms|Gymnosperms	ipni
wd:Q21338587	Q21338587				Braun	Annette Frances		1884	1978				wikidata
wd:Q21338588	Q21338588		D4F0D1C1-3B49-4C4B-B132-DFD2CAEA150B		Constantino	Luis Miguel							wikidata
wd:Q21338590	Q21338590	39880-1			Deng	Yun Fei		1970				Pteridophytes|Angiosperms|Gymnosperms	ipni
wd:Q21338591	Q21338591				Sziráki	György							wikidata
wd:Q21338592	Q21338592		D58AF049-F1D2-4CA6-A53B-1A691C70E6B5		Vitale	Fabio							wikidata
wd:Q21338593	Q21338593	6233-1			Matthei	Oscar R.		1935				Angiosperms|Gymnosperms	ipni
wd:Q21338594	Q21338594				Robinson			1949	2009				wikidata
wd:Q21338595	Q21338595					Ronald							wikidata
wd:Q21338596	Q21338596	13786-1			Liu	Shang Wu		1934				Angiosperms|Gymnosperms	ipni
wd:Q21338599	Q21338599					Günther		1924	2012				wikidata
wd:Q21338600	Q21338600		C4756C63-1C1F-435D-B0FE-73E96ED96684		Steinhauser	Stephen R.							wikidata
wd:Q21338601	Q21338601	20008561-2			Lüdtke	Raquel				2007	2007	Angiosperms|Gymnosperms	ipni
wd:Q21338603	Q21338603				Conlan	Chris Christopher							wikidata
wd:Q21338605	Q21338605	36023-1			Marquete	Ronaldo				1993	1993	Angiosperms|Gymnosperms	ipni
wd:Q21338606	Q21338606												wikidata
wd:Q21338609	Q21338609	38651-1			Mansano	Vidal de Freitas				1999	1999	Angiosperms|Gymnosperms	ipni
wd:Q21338610	Q21338610					John Robert							wikidata
wd:Q21338612	Q21338612	20888-1			Janarthanam	Malapati Kuppuswamy		1960				Angiosperms|Gymnosperms	ipni
wd:Q21338614	Q21338614		315DF1DD-B786-4936-A945-5FCAE5B12264		Sutter	Reinhard		1938	2018				wikidata
wd:Q21338615	Q21338615		2BA7EE68-79C5-4BB4-AF9C-FAEC056711A3		Purchart	Luboš		2000					wikidata
wd:Q21338620	Q21338620				Wolfe	Kirby							wikidata
wd:Q21338622	Q21338622	28231-1			Váňa	Jiří		1940	2018			Plants|Bryophytes|Fungi	ipni
wd:Q21338624	Q21338624				Neild	Andrew Frederic Edwyn							wikidata
wd:Q21338625	Q21338625					Carl		1797	1858				wikidata
wd:Q21338628	Q21338628		E8E41BED-99CE-4447-8AA5-6AB8340542FB		Jarzembowski	Edmund Aleksander		1951					wikidata
wd:Q21338629	Q21338629	20016914-1			Breitkopf	Hendrik				2010	2010	Angiosperms|Gymnosperms	ipni
wd:Q21338630	Q21338630		F7FE2A42-5621-47AD-B95F-FA2306CED2A7			Ramon							wikidata
wd:Q21338631	Q21338631		4B69CD14-3235-43F4-BF83-E22E87E47F2C					1937	2009				wikidata
wd:Q21338633	Q21338633					Graham Allan							wikidata
wd:Q21338634	Q21338634				Racheli	Tommaso							wikidata
wd:Q21338636	Q21338636					Stephen F.							wikidata
wd:Q21338639	Q21338639		2A14E972-D392-463D-8293-0DF2D3BAABF3		Sugi								wikidata
wd:Q21338640	Q21338640		436B49F0-1387-4BA8-B2AF-94BE44D87023										wikidata
wd:Q21338642	Q21338642							1928	2008				wikidata
wd:Q21338643	Q21338643				Bender			1905	1993				wikidata
wd:Q21338644	Q21338644		04E18384-0CE7-4934-8A54-09BA0E44ABDF		Tauber	Catherine							wikidata
wd:Q21338646	Q21338646		D18ACCD9-291D-4B1A-B960-5A2F03695BDC		Read	Geoffrey Bernard							wikidata
wd:Q21338647	Q21338647		6D1A4757-B3E0-40F1-B139-76869B0DBBC5		Albuquerque	Gilberto							wikidata
wd:Q21338649	Q21338649				Gibeaux	Christian		1950					wikidata
wd:Q21338652	Q21338652		45186D35-4061-4C3E-A23F-F1452515BC05										wikidata
wd:Q21338654	Q21338654		BDDEEAC7-3822-4213-B9CC-5BEA3F6E45C1		Vogler	Alfried							wikidata
wd:Q21338657	Q21338657		DD6E8DE5-3E20-4F9E-BC80-5FF92CE798F1										wikidata
wd:Q21338663	Q21338663		DD6086F4-B6B7-4D55-9648-9A52891D0BF2										wikidata
wd:Q21338666	Q21338666				Hayashi	Hisakazu							wikidata
wd:Q21338667	Q21338667				Benander	Per		1884	1976				wikidata
wd:Q21338668	Q21338668		A2055EAC-6ECA-41E8-B6B5-77DDD72C7FC0										wikidata
wd:Q21338670	Q21338670					Charles		1817	1899				wikidata
wd:Q21338671	Q21338671		ECA0C801-1D1A-46C7-9D1E-075A58CD96DE										wikidata
wd:Q21338672	Q21338672		D2351751-8BC8-4C39-8E08-ECFABBB8CDE0			Rafał						Insects	wikidata
wd:Q21338674	Q21338674	20004657-1			Prohaska	Karl		1854	1937			Angiosperms|Gymnosperms	ipni
wd:Q21338675	Q21338675		EEF411A5-D22F-4767-A863-ACAC7BE1DEB5		Candiani	David							wikidata
wd:Q21338676	Q21338676		B9E55343-BB0E-46BE-894A-F97F136FDB51		Gilligan	Todd							wikidata
wd:Q21338678	Q21338678	23042-1			Matouschek	Franz		1871	1945			Bryophytes	ipni
wd:Q21338681	Q21338681	38701-1			Cherniawsky	Donna M.				1998	1998	Angiosperms|Gymnosperms	ipni
wd:Q21338685	Q21338685		95858BF1-C8E6-4304-AF8E-1AB88275CA3E		Grados	Juan							wikidata
wd:Q21338686	Q21338686				Hassler	William Grey		1906	1979				wikidata
wd:Q21338689	Q21338689	5447-1			Leitão	Hermógenes de Freitas		1944	1996			Angiosperms|Gymnosperms	ipni
wd:Q21338692	Q21338692		EFCBDF6D-EE4D-423F-ACAF-E0B7BAFEAC31					1973					wikidata
wd:Q21338693	Q21338693	20003101-1			Vongshewarat	K.				1999	1999	Fungi	ipni
wd:Q21338694	Q21338694	28432-1			Volkmann-Kohlmeyer	Brigitte		1941		1987	1987	Plants|Fungi	ipni
wd:Q21338695	Q21338695		D2239CF6-C6C8-44CE-B3F2-FF02E3E2C4A9		Ben-Dov	Yair		1934					wikidata
wd:Q21338696	Q21338696		D5000A2E-BFD8-4D52-99E3-F37B1B3500D5		Nieto	Adrián							wikidata
wd:Q21338697	Q21338697		4D5D9C70-5BA0-498F-A17B-1068605E1F46		Limpus	Colin							wikidata
wd:Q21338702	Q21338702		9137FA69-261D-40FF-A774-5B147629C1E6										wikidata
wd:Q21338705	Q21338705		294F1ADA-F467-49CE-99C4-9D770433D926			Alan Charles							wikidata
wd:Q21338707	Q21338707		4CDB5615-ADCC-4B8A-A67B-5B575BF251FD		Philippen	Hans							wikidata
wd:Q21338708	Q21338708		E653A95F-E8B8-4AEE-AC7C-1D7D892DB297			Boris						Insects	wikidata
wd:Q21338709	Q21338709		4CCC56C7-D2AB-4017-8144-EF3BB064575C		Liu			2000					wikidata
wd:Q21338710	Q21338710	38700-1			Chen	Yu Heng		1934				Angiosperms|Gymnosperms	ipni
wd:Q21338711	Q21338711												wikidata
wd:Q21338717	Q21338717	3418-1			Grout	Abel Joel		1867	1947			Bryophytes|Pteridophytes|Fungi	ipni
wd:Q21338718	Q21338718		3C61BCDE-CA70-4DA5-BA16-7D1C1A1F8A84		Bartolozzi	Luca		1954				Insects	wikidata
wd:Q21338719	Q21338719		8071DE6D-D684-47DD-8E6A-1B59B6BB113D		Baba	Keiji		1939					wikidata
wd:Q21338721	Q21338721	1899-1			Crum	Ethel Katherine		1886	1943			Angiosperms|Gymnosperms	ipni
wd:Q21338722	Q21338722		0A1CDD2D-1284-4FDE-B390-09C741003164			Giovanni		1941					wikidata
wd:Q21338725	Q21338725	14962-1			Sands	Martin Jonathan Southgate		1938				Angiosperms|Gymnosperms	ipni
wd:Q21338727	Q21338727		386CBDFE-ABAC-4433-AEDA-73F8A59EB940			Sergey		1951					wikidata
wd:Q21338728	Q21338728		CB0343D7-734F-4D44-B4C3-34FB5A7C52E7		Mockford	Edward		1930					wikidata
wd:Q21338732	Q21338732	22326-1			Lichtwardt	Robert W.		1924	2018			Fungi	ipni
wd:Q21338734	Q21338734		5246E437-AEAA-475A-B48A-0AEF2DAA4501					1970					wikidata
wd:Q21338736	Q21338736		9A3D789A-19B1-4E1E-AD70-1A7996E44119		Monteith	Geoffrey		1942	2024				wikidata
wd:Q21338738	Q21338738	18409-1			Eidam	Michael Emil Eduard		1845	1901			Fungi	ipni
wd:Q21338740	Q21338740		2C355BA9-A33B-46A3-B8F1-B244DC486E52		York Main	Barbara Anne		1929	2019			Arachnids	wikidata
wd:Q21338742	Q21338742	34763-1			Vassiljeva	Larissa Nikolaevna		1950	2017			Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21338745	Q21338745	1027-1			Bouly de Lesdain	Maurice		1869	1965			Angiosperms|Gymnosperms|Fungi	ipni
wd:Q21338747	Q21338747				Sakamaki	Yoshitaka							wikidata
wd:Q21338750	Q21338750		7129FC41-570A-4934-84E0-8CE2703A6C8A			Michele							wikidata
wd:Q21338751	Q21338751		046359B5-2311-40A6-8E57-67EAE23AF311										wikidata
wd:Q21338752	Q21338752	18881-1			Follmann	Gerhard		1930				Fungi	ipni
wd:Q21338754	Q21338754		557BECBE-EAA5-44F2-AA98-3ABA26E7892F			Paolo							wikidata
wd:Q21338755	Q21338755		BB972019-ECDC-4CCE-A3EB-5D150577CD10		Paulsen	Matthew							wikidata
wd:Q21338756	Q21338756	19687-1			Grube	Martin		1965		1989	1989	Plants|Fungi	ipni
wd:Q21338757	Q21338757		726D3902-EE0F-4ECA-8249-BFE6F301F776		Viggiani	Gennaro		1937					wikidata
wd:Q21338758	Q21338758		B95895F9-1768-448E-AEF0-DBE688509C15		Dollfus	Robert Philippe Ferdinand		1887	1976				wikidata
wd:Q21338759	Q21338759	3239-1			Golding	Jack		1918	2009			Angiosperms|Gymnosperms	ipni
wd:Q21338761	Q21338761		416C5505-F371-42A1-84E8-7FEBC0B06A35			Paul							wikidata
wd:Q21338763	Q21338763		04C06CDA-AF0D-4657-BC67-39FC52C4171B		Gottardo	Marco							wikidata
wd:Q21338767	Q21338767	22787-1			Makhija	Urmila V.		1950				Fungi	ipni
